,id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
68,1705429,within a day,50-89%,0,1,0,Higher Blackley,Apartment,Private room,2,1.0,1.0,1.0,55,100,0,1,30,1,14,85,4,80-94/100,10/10,10/10,9/10,10/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2024.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4+ years,316.0
69,1810887,within an hour,100%,1,1,1,Whalley Range,House,Private room,2,1.0,1.0,1.0,26,0,0,1,5,2,100,0,42,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,74.0
70,1818864,within a day,100%,0,0,0,Moss Side,Apartment,Entire home/apt,3,1.0,1.0,1.0,37,80,10,2,7,1,1125,90,2,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0,moderate,2323.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4+ years,257.0
71,1848567,a few days or more,0-49%,0,7,0,Whalley Range,Apartment,Entire home/apt,9,1.0,2.0,5.0,115,299,0,3,35,2,352,88,4,80-94/100,0-8/10,0-8/10,9/10,9/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2128.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1283.0
72,1916610,within a day,50-89%,0,2,0,Trafford District,Apartment,Private room,2,1.0,1.0,1.0,60,78,45,1,20,2,45,90,6,80-94/100,9/10,0-8/10,9/10,10/10,9/10,0-8/10,0,moderate,2140.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1940.0
73,1969218,within a day,100%,0,0,0,Rusholme,House,Entire home/apt,11,1.0,5.0,5.0,363,0,25,9,15,1,1125,90,2,0-79/100,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2323.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1404.0
74,1998884,within a day,100%,0,0,0,Rusholme,Apartment,Private room,1,1.0,1.0,1.0,25,0,10,1,10,1,1125,90,5,0-79/100,9/10,0-8/10,10/10,10/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2323.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1114.0
75,1998897,a few days or more,0-49%,0,7,0,Whalley Range,Apartment,Entire home/apt,7,1.0,1.0,5.0,149,299,0,3,25,1,1125,88,6,0-79/100,0-8/10,0-8/10,9/10,0-8/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2128.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1114.0
76,2006686,within an hour,50-89%,0,53,1,City Centre,Apartment,Private room,10,2.0,2.0,7.0,275,300,45,2,30,1,1125,88,8,80-94/100,10/10,9/10,10/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,169.0
77,2053538,within a day,100%,1,7,0,Trafford District,House,Entire home/apt,16,5.5,5.0,7.0,895,400,0,12,0,5,30,89,2,95-100/100,9/10,0-8/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1947.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1-2 years,329.0
78,2059480,within an hour,50-89%,0,53,1,City Centre,Apartment,Entire home/apt,9,1.0,2.0,6.0,175,300,45,2,35,1,1125,90,3,80-94/100,9/10,10/10,9/10,9/10,10/10,9/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4+ years,854.0
79,2059673,within an hour,50-89%,0,53,1,City Centre,Apartment,Private room,8,2.0,2.0,6.0,260,301,51,3,35,1,1125,88,4,80-94/100,10/10,9/10,10/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,78.0
80,2060586,within an hour,50-89%,0,53,1,City Centre,Apartment,Private room,9,1.0,2.0,6.0,150,300,40,2,35,7,1125,90,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,743.0
81,2064662,within an hour,50-89%,0,53,1,City Centre,Apartment,Private room,7,2.0,2.0,5.0,380,300,45,2,35,7,1125,88,5,80-94/100,10/10,9/10,10/10,10/10,9/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4+ years,435.0
82,2065356,within an hour,100%,0,1,1,Trafford District,House,Private room,1,1.0,1.0,1.0,25,0,15,1,10,5,1125,0,23,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,1945.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,616.0
83,2089150,within an hour,100%,0,3,1,City Centre,Apartment,Entire home/apt,4,1.0,2.0,0.0,66,100,0,2,79,69,1125,90,17,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1940.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4+ years,233.0
84,2150350,within an hour,100%,0,1,1,Didsbury West,House,Entire home/apt,6,1.0,3.0,5.0,65,100,34,2,25,1,1125,79,152,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,moderate,1923.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4+ years,51.0
85,2153884,within a day,0-49%,0,3,0,Moston,House,Private room,1,1.0,1.0,2.0,15,0,0,1,20,28,1125,0,8,80-94/100,9/10,0-8/10,9/10,9/10,0-8/10,9/10,0,strict_14_with_grace_period,2039.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,152.0
86,2185157,within a few hours,100%,0,1,1,Hulme,Apartment,Private room,2,1.0,1.0,1.0,36,82,0,1,6,1,1125,71,236,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1916.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4+ years,43.0
87,2209408,within an hour,100%,0,2,1,Ancoats and Clayton,Apartment,Private room,2,1.5,1.0,0.0,45,0,5,2,0,1,1125,87,26,80-94/100,9/10,9/10,9/10,9/10,0-8/10,9/10,0,strict_14_with_grace_period,2408.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,120.0
88,2235260,within an hour,100%,1,2,1,Whalley Range,Apartment,Private room,2,1.0,1.0,1.0,30,0,10,1,10,2,1125,82,118,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,moderate,2132.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,43.0
89,2275409,within an hour,100%,1,2,1,Trafford District,House,Private room,1,1.0,1.0,1.0,27,0,0,1,0,1,1125,37,240,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1900.0,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,67.0
90,2378558,within an hour,100%,1,2,0,Trafford District,House,Private room,2,2.0,1.0,2.0,39,0,5,1,5,1,1125,31,131,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1883.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,47.0
91,2416749,within an hour,50-89%,0,53,1,Cheetham,House,Entire home/apt,12,2.5,4.0,10.0,201,400,60,4,30,7,1125,88,3,0-79/100,0-8/10,9/10,0-8/10,0-8/10,0-8/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4+ years,142.0
92,2438707,within an hour,100%,0,0,0,Stockport District,Apartment,Entire home/apt,2,1.0,1.0,1.0,75,0,0,1,0,1,1125,67,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,2929.0,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4+ years,2174.0
93,2450951,within an hour,100%,1,2,1,Trafford District,Other,Entire home/apt,5,1.0,1.0,1.0,75,500,22,2,15,2,1124,79,133,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1870.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4+ years,96.0
94,2541474,a few days or more,0-49%,0,2,1,Wigan District,House,Private room,1,1.5,4.0,1.0,40,0,10,1,10,2,1125,89,1,95-100/100,0-8/10,0-8/10,10/10,10/10,0-8/10,10/10,0,moderate,1855.0,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1371.0
95,2564191,within an hour,100%,0,3,1,Moss Side,House,Private room,2,2.5,1.0,1.0,30,100,20,1,15,3,600,86,19,80-94/100,9/10,9/10,9/10,10/10,9/10,9/10,0,strict_14_with_grace_period,2598.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,65.0
96,2613909,within an hour,100%,1,2,0,Burnage,House,Private room,2,1.5,1.0,1.0,30,0,5,1,10,2,40,90,54,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,moderate,2358.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,165.0
97,2656543,within an hour,100%,1,2,1,Trafford District,House,Private room,3,1.0,1.0,1.0,20,0,10,1,12,3,100,17,74,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1839.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,116.0
98,2775011,unknown,unknown,0,3,1,Stockport District,House,Private room,2,1.0,1.0,1.0,24,0,0,1,15,1,1125,0,50,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1823.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,652.0
99,2824525,within an hour,100%,1,1,1,Ancoats and Clayton,Apartment,Private room,2,2.0,1.0,1.0,42,0,0,1,10,2,31,76,306,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,1817.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,51.0
100,2997451,within an hour,100%,0,3,1,Didsbury East,House,Entire home/apt,3,1.0,1.0,2.0,68,0,45,2,23,3,1125,42,11,80-94/100,9/10,9/10,9/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,2026.0,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2-3 years,268.0
101,3042441,within a few hours,100%,0,5,1,Rusholme,House,Private room,1,1.0,1.0,2.0,500,100,0,1,0,2,20,0,1,0-79/100,0-8/10,0-8/10,0-8/10,10/10,0-8/10,,0,moderate,2502.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,2097.0
102,3084464,within an hour,100%,0,3,1,City Centre,Apartment,Entire home/apt,4,1.0,2.0,0.0,64,70,0,2,79,69,1125,90,12,80-94/100,9/10,0-8/10,9/10,10/10,9/10,0-8/10,0,strict_14_with_grace_period,1940.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4+ years,356.0
103,3114612,within a few hours,50-89%,1,2,1,Trafford District,House,Private room,2,1.0,1.0,1.0,44,0,0,1,0,1,1125,67,71,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1784.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,589.0
104,3128610,unknown,unknown,1,1,1,Ancoats and Clayton,Apartment,Entire home/apt,4,1.0,2.0,2.0,87,300,0,2,0,300,1124,88,207,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1782.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,386.0
105,3138325,within an hour,100%,1,1,0,Bradford,Apartment,Entire home/apt,4,1.0,2.0,2.0,40,200,25,2,15,3,81,55,131,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1796.0,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,42.0
106,3207253,unknown,unknown,0,1,1,Salford District,Apartment,Entire home/apt,5,2.0,2.0,2.0,75,100,0,1,0,1,1125,0,3,,,,,,,,1,flexible,1808.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4+ years,1576.0
107,3321663,unknown,unknown,0,1,0,Longsight,House,Private room,2,1.0,1.0,1.0,27,130,5,1,22,1,15,0,100,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,2481.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,661.0
108,3348140,unknown,unknown,0,1,1,Bury District,House,Private room,1,1.0,1.0,1.0,18,0,0,1,10,1,1125,0,1,0-79/100,10/10,0-8/10,10/10,10/10,0-8/10,10/10,0,flexible,1757.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1823.0
109,3407964,within a day,50-89%,0,1,0,Ardwick,House,Private room,2,1.0,1.0,1.0,12,200,30,1,15,5,60,72,3,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,moderate,2413.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,490.0
110,3411515,unknown,unknown,0,1,0,Trafford District,House,Private room,1,1.0,1.0,1.0,15,0,0,1,0,1,7,0,0,,,,,,,,0,flexible,1750.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
111,3484629,within an hour,100%,1,2,1,Old Moat,Apartment,Entire home/apt,2,1.0,1.0,1.0,60,85,20,1,0,1,1125,69,412,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1742.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,57.0
112,3486590,unknown,unknown,0,1,1,Trafford District,Apartment,Private room,2,1.0,1.0,1.0,40,0,0,1,8,2,28,89,27,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1878.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,115.0
113,3509448,a few days or more,0-49%,0,2,1,Didsbury East,House,Private room,1,1.0,1.0,1.0,22,0,0,1,0,3,1125,45,34,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,0,flexible,1739.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,438.0
114,3515670,within a few hours,100%,0,7,0,City Centre,Apartment,Entire home/apt,3,1.0,1.0,0.0,60,400,60,2,8,14,1125,89,9,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1738.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,129.0
115,3520653,within a few hours,100%,0,5,1,Rusholme,House,Private room,1,1.0,1.0,2.0,52,100,0,1,0,2,1125,0,0,,,,,,,,0,moderate,2502.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
116,3523749,within a few hours,100%,1,3,1,Stockport District,House,Private room,2,2.0,1.0,1.0,42,0,0,1,0,1,1125,0,141,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1737.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,39.0
117,3556193,within an hour,100%,1,8,1,Trafford District,House,Private room,2,1.0,1.0,1.0,59,0,0,2,20,1,1125,90,27,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,1905.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4+ years,41.0
118,3588495,within an hour,100%,1,5,1,Trafford District,Apartment,Entire home/apt,2,1.0,0.0,1.0,56,80,10,2,10,1,198,49,154,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2160.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4+ years,50.0
119,3649054,within a day,100%,0,1,1,Trafford District,Other,Entire home/apt,6,2.0,2.0,3.0,150,100,100,4,50,2,1125,89,34,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,2176.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,114.0
120,3665223,within an hour,100%,1,1,1,Hulme,Apartment,Private room,2,1.5,1.0,1.0,39,0,0,1,20,1,352,50,360,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,2394.0,1.0,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,50.0
121,3683463,within an hour,100%,1,2,0,Didsbury East,House,Entire home/apt,5,1.0,3.0,5.0,65,0,10,2,5,2,1125,63,8,80-94/100,9/10,9/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1721.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,105.0
122,3683808,within an hour,100%,1,2,1,City Centre,Apartment,Entire home/apt,4,2.0,2.0,2.0,185,350,0,1,0,1,21,39,210,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1762.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,48.0
123,3693544,within an hour,100%,0,0,1,Bolton District,House,Entire home/apt,8,2.0,4.0,5.0,140,0,25,1,0,2,31,62,21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1863.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,77.0
124,3710848,within an hour,100%,1,1,1,Salford District,House,Private room,6,1.5,3.0,0.0,45,0,15,1,25,1,1125,86,77,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1718.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4+ years,57.0
125,3724064,within a day,100%,0,1,1,Trafford District,House,Private room,2,1.0,1.0,1.0,43,0,0,1,0,1,1125,90,61,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2041.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,118.0
126,3773983,within a few hours,100%,1,1,1,Bradford,Apartment,Private room,2,1.0,1.0,1.0,45,0,0,1,25,2,31,58,42,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,flexible,2051.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,162.0
127,3787699,a few days or more,0-49%,0,2,1,Didsbury East,House,Private room,1,1.0,1.0,1.0,21,0,0,1,21,3,1125,90,65,80-94/100,9/10,9/10,9/10,10/10,9/10,9/10,0,flexible,1739.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,128.0
128,3794783,within a few hours,100%,0,1,0,Stockport District,Apartment,Private room,2,1.0,1.0,1.0,38,0,18,1,7,2,14,87,11,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,flexible,1708.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1-2 years,103.0
129,3815635,within an hour,100%,1,1,1,City Centre,Apartment,Private room,1,1.5,1.0,1.0,45,0,0,1,0,3,155,73,254,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,2464.0,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,35.0
130,3840683,unknown,unknown,0,1,1,Stockport District,House,Private room,1,1.0,1.0,1.0,37,200,0,1,0,3,30,73,25,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,flexible,1703.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,51.0
131,3851052,within an hour,100%,1,1,1,Bradford,Apartment,Entire home/apt,2,1.0,1.0,1.0,60,0,20,1,0,2,7,9,216,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,1702.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,57.0
132,3859848,within a few hours,100%,0,2,0,Gorton South,House,Private room,2,1.0,1.0,2.0,60,0,5,1,30,1,14,83,6,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1712.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6-12 months,88.0
133,3896003,within an hour,100%,1,1,0,Brooklands,House,Private room,2,1.0,1.0,1.0,25,0,0,1,10,1,1125,71,128,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1799.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,75.0
134,3937856,within a few hours,100%,1,1,0,Rusholme,House,Private room,1,1.0,1.0,1.0,38,0,0,1,0,1,1125,67,23,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,1704.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4+ years,58.0
135,4015046,within an hour,100%,1,1,1,Chorlton Park,House,Entire home/apt,5,1.0,2.0,2.0,89,0,0,4,15,2,1124,0,164,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2029.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,195.0
136,4021231,within a few hours,100%,0,1,1,Trafford District,House,Entire home/apt,2,1.0,1.0,1.0,25,0,0,1,5,1,1125,0,79,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1696.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,36.0
137,4049632,within an hour,50-89%,0,53,1,Salford District,Apartment,Private room,5,2.5,2.0,7.0,200,300,45,4,35,7,1125,90,0,,,,,,,,0,moderate,2256.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
138,4054992,within a few hours,100%,0,3,0,Gorton South,House,Private room,4,1.0,1.0,1.0,27,100,0,1,25,1,1125,13,34,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,1675.0,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,190.0
